GeneName	xref_id	HN1.5	Proteo
S100A3	6274	15	NA
S100A4	6275	119	NA
S100A5	6276	27	NA
S100A6	6277	49	NA
S100A7	6278	19	NA
S100A7A	338324	-1	NA
S100A7L2	645922	0	NA
S100A8	6279	-53	NA
S100A9	6280	-44	NA
S100B	6285	-6	NA
S100G	795	3	NA
S100P	6286	54	NA
S100PBP	64766	-1	NA
S100Z	170591	8	NA
S1PR1	1901	-20	NA
S1PR2	9294	73	NA
S1PR3	1903	-55	NA
S1PR4	8698	203	NA
S1PR5	53637	-88	NA
SAA1	6288	8	NA
SAA2	6289	-14	NA
SAA2-SAA4	100528017	0	NA
SAA4	6291	-18	NA
SAAL1	113174	-98	NA
SAC3D1	29901	-121	NA
SACM1L	22908	-90	NA
SACS	26278	-89	NA
SAE1	10055	-132	NA
SAFB	6294	-22	NA
SAFB2	9667	-7	NA
SAG	6295	27	NA
SAGE1	55511	10	NA
SALL1	6299	-31	NA
SALL2	6297	-20	NA
SALL3	27164	4	NA
SALL4	57167	22	NA
SAMD1	90378	35	NA
SAMD10	140700	-9	NA
SAMD11	148398	24	NA
SAMD12	401474	-33	NA
SAMD13	148418	-51	NA
SAMD14	201191	86	NA
SAMD15	161394	-62	NA
SAMD3	154075	-53	NA
SAMD4A	23034	88	NA
SAMD4B	55095	6	NA
SAMD5	389432	-13	NA
SAMD7	344658	20	NA
SAMD8	142891	74	NA
SAMD9	54809	-75	NA
SAMD9L	219285	-36	NA
SAMHD1	25939	-158	NA
SAMM50	25813	-105	NA
SAMSN1	64092	1	NA
SAP130	79595	-28	NA
SAP18	10284	-35	NA
SAP25	100316904	37	NA
SAP30	8819	222	NA
SAP30BP	29115	-61	NA
SAP30L	79685	-18	NA
SAPCD1	401251	-8	NA
SAPCD2	89958	-100	NA
SAR1A	56681	-52	NA
SAR1B	51128	-123	NA
SARAF	51669	67	NA
SARDH	1757	51	NA
SARM1	23098	-67	NA
SARNP	84324	-37	NA
SARS		-11	NA
SARS2	54938	-84	NA
SART1	9092	-27	NA
SART3	9733	-71	NA
SASH1	23328	42	NA
SASH3	54440	7	NA
SASS6	163786	-86	NA
SAT1	6303	129	NA
SAT2	112483	-1	NA
SATB1	6304	63	NA
SATB2	23314	-30	NA
SATL1	340562	16	NA
SAV1	60485	116	NA
SAXO1	158297	21	NA
SAXO2	283726	-22	NA
SAYSD1	55776	-27	NA
SBDS	51119	-47	NA
SBF1	6305	-16	NA
SBF2	81846	59	NA
SBK1	388228	55	NA
SBK2	646643	85	NA
SBK3	100130827	39	NA
SBNO1	55206	37	NA
SBNO2	22904	26	NA
SBSN	374897	86	NA
SBSPON	157869	0	NA
SC5D	6309	15	NA
SCAF1	58506	-38	NA
SCAF11	9169	-34	NA
SCAF4	57466	-28	NA
SCAF8	22828	-13	NA
SCAI	286205	38	NA
SCAMP1	9522	52	NA
SCAMP2	10066	-12	NA
SCAMP3	10067	-104	NA
SCAMP4	113178	-50	NA
SCAMP5	192683	-116	NA
SCAND1	51282	-27	NA
SCAP	22937	-56	NA
SCAPER	49855	121	NA
SCARA3	51435	-88	NA
SCARA5	286133	-27	NA
SCARB1	949	125	NA
SCARB2	950	30	NA
SCARF1	8578	75	NA
SCARF2	91179	-41	NA
SCART1	619207	27	NA
SCCPDH	51097	-25	NA
SCD	6319	179	NA
SCD5	79966	33	NA
SCEL	8796	33	NA
SCFD1	23256	-20	NA
SCFD2	152579	-196	NA
SCG2	7857	-17	NA
SCG3	29106	-5	NA
SCG5	6447	42	NA
SCGB1A1	7356	-5	NA
SCGB1C1	147199	-5	NA
SCGB1C2	653486	-1	NA
SCGB1D1	10648	0	NA
SCGB1D2	10647	36	NA
SCGB1D4	404552	2	NA
SCGB2A1	4246	57	NA
SCGB2A2	4250	7	NA
SCGB2B2	284402	15	NA
SCGB3A1	92304	-24	NA
SCGB3A2	117156	47	NA
SCGN	10590	-26	NA
SCHIP1	29970	50	NA
SCIMP	388325	39	NA
SCIN	85477	-40	NA
SCLT1	132320	-57	NA
SCLY	51540	-209	NA
SCMH1	22955	-48	NA
SCML1	6322	-57	NA
SCML2	10389	-79	NA
SCML4	256380	-4	NA
SCN10A	6336	-11	NA
SCN11A	11280	29	NA
SCN1A	6323	4	NA
SCN1B	6324	-39	NA
SCN2A	6326	-60	NA
SCN2B	6327	23	NA
SCN3A	6328	-26	NA
SCN3B	55800	58	NA
SCN4A	6329	-1	NA
SCN4B	6330	129	NA
SCN5A	6331	26	NA
SCN7A	6332	7	NA
SCN8A	6334	-9	NA
SCN9A	6335	34	NA
SCNM1	79005	-57	NA
SCNN1A	6337	-15	NA
SCNN1B	6338	138	NA
SCNN1D	6339	47	NA
SCNN1G	6340	98	NA
SCO1	6341	-143	NA
SCO2	9997	-131	NA
SCOC	60592	4	NA
SCP2	6342	-37	NA
SCP2D1	140856	-3	NA
SCPEP1	59342	-34	NA
SCRG1	11341	30	NA
SCRIB	23513	-95	NA
SCRN1	9805	15	NA
SCRN2	90507	-61	NA
SCRN3	79634	-78	NA
SCRT1	83482	45	NA
SCRT2	85508	-9	NA
SCT	6343	15	NA
SCTR	6344	24	NA
SCUBE1	80274	53	NA
SCUBE2	57758	30	NA
SCUBE3	222663	27	NA
SCX	642658	126	NA
SCYGR1	112441428	-1	NA
SCYGR2	112441435	7	NA
SCYGR3	112441429	2	NA
SCYGR4	112441430	11	NA
SCYGR5	112441437	-9	NA
SCYGR6	112441431	3	NA
SCYGR7	112441438	2	NA
SCYGR8	112441432	1	NA
SCYL1	57410	-27	NA
SCYL2	55681	-43	NA
SCYL3	57147	-49	NA
SDAD1	55153	-101	NA
SDC1	6382	-96	NA
SDC2	6383	66	NA
SDC3	9672	10	NA
SDC4	6385	86	NA
SDCBP	6386	54	NA
SDCBP2	27111	150	NA
SDCCAG8	10806	4	NA
SDE2	163859	-16	NA
SDF2	6388	-17	NA
SDF2L1	23753	-120	NA
SDF4	51150	-9	NA
SDHA	6389	10	NA
SDHAF1	644096	11	NA
SDHAF2	54949	-85	NA
SDHAF3	57001	-65	NA
SDHAF4	135154	27	NA
SDHB	6390	-82	NA
SDHC	6391	-42	NA
SDHD	6392	-62	NA
SDK1	221935	100	NA
SDK2	54549	51	NA
SDR16C5	195814	38	NA
SDR39U1	56948	-25	NA
SDR42E1	93517	-27	NA
SDR42E2	100288072	28	NA
SDR9C7	121214	3	NA
SDS	10993	-30	NA
SDSL	113675	-137	NA
SEBOX	645832	-10	NA
SEC11A	23478	-9	NA
SEC11C	90701	-35	NA
SEC13	6396	-32	NA
SEC14L1	6397	24	NA
SEC14L2	23541	66	NA
SEC14L3	266629	22	NA
SEC14L4	284904	80	NA
SEC14L5	9717	187	NA
SEC14L6	730005	30	NA
SEC16A	9919	-25	NA
SEC16B	89866	0	NA
SEC22A	26984	-15	NA
SEC22B	9554	-39	NA
SEC22C	9117	-26	NA
SEC23A	10484	14	NA
SEC23B	10483	-44	NA
SEC23IP	11196	-102	NA
SEC24A	10802	94	NA
SEC24B	10427	23	NA
SEC24C	9632	25	NA
SEC24D	9871	92	NA
SEC31A	22872	16	NA
SEC31B	25956	102	NA
SEC61A1	29927	-13	NA
SEC61A2	55176	-28	NA
SEC61B	10952	-44	NA
SEC61G	23480	231	NA
SEC62	7095	-24	NA
SEC63	11231	17	NA
SECISBP2	79048	-24	NA
SECISBP2L	9728	33	NA
SECTM1	6398	-28	NA
SEH1L	81929	-133	NA
SEL1L	6400	88	NA
SEL1L2	80343	29	NA
SEL1L3	23231	-49	NA
SELE	6401	-31	NA
SELENBP1	8991	-93	NA
SELENOF	9403	-13	NA
SELENOH	280636	-30	NA
SELENOI	85465	-120	NA
SELENOK	58515	33	NA
SELENOM	140606	20	NA
SELENON	57190	-37	NA
SELENOO	83642	0	NA
SELENOP	6414	-32	NA
SELENOS	55829	-21	NA
SELENOT	51714	-84	NA
SELENOV	348303	-13	NA
SELENOW	6415	-31	NA
SELL	6402	-82	NA
SELP	6403	-12	NA
SELPLG	6404	66	NA
SEM1	7979	4	NA
SEMA3A	10371	-68	NA
SEMA3B	7869	54	NA
SEMA3C	10512	-34	NA
SEMA3D	223117	-46	NA
SEMA3E	9723	-47	NA
SEMA3F	6405	-19	NA
SEMA3G	56920	-60	NA
SEMA4A	64218	41	NA
SEMA4B	10509	256	NA
SEMA4C	54910	-5	NA
SEMA4D	10507	15	NA
SEMA4F	10505	24	NA
SEMA4G	57715	102	NA
SEMA5A	9037	54	NA
SEMA5B	54437	177	NA
SEMA6A	57556	29	NA
SEMA6B	10501	-32	NA
SEMA6C	10500	73	NA
SEMA6D	80031	44	NA
SEMA7A	8482	86	NA
SEMG1	6406	14	NA
SEMG2	6407	24	NA
SENP1	29843	-94	NA
SENP2	59343	-24	NA
SENP3	26168	-154	NA
SENP3-EIF4A1	100533955	-72	NA
SENP5	205564	-25	NA
SENP6	26054	-39	NA
SENP7	57337	57	NA
SENP8	123228	-20	NA
SEPHS1	22929	-76	NA
SEPHS2	22928	-114	NA
SEPSECS	51091	-11	NA
SEPT1		98	NA
SEPT10		29	NA
SEPT11		-41	NA
SEPT12		-7	NA
SEPT14		55	NA
SEPT2		-39	NA
SEPT3		80	NA
SEPT4		-19	NA
SEPT5		74	NA
SEPT6		68	NA
SEPT7		18	NA
SEPT8		-60	NA
SEPT9		1	NA
SERAC1	84947	-58	NA
SERBP1	26135	-71	NA
SERF1A	8293	-84	NA
SERF1B	728492	-132	NA
SERF2	10169	5	NA
SERGEF	26297	119	NA
SERHL2	253190	-18	NA
SERINC1	57515	68	NA
SERINC2	347735	69	NA
SERINC3	10955	53	NA
SERINC4	619189	15	NA
SERINC5	256987	-6	NA
SERP1	27230	10	NA
SERP2	387923	-2	NA
SERPINA1	5265	81	NA
SERPINA10	51156	60	NA
SERPINA11	256394	24	NA
SERPINA12	145264	10	NA
SERPINA3	12	50	NA
SERPINA4	5267	9	NA
SERPINA5	5104	34	NA
SERPINA6	866	-23	NA
SERPINA7	6906	5	NA
SERPINA9	327657	49	NA
SERPINB1	1992	71	NA
SERPINB10	5273	25	NA
SERPINB11	89778	1	NA
SERPINB12	89777	-3	NA
SERPINB13	5275	-6	NA
SERPINB2	5055	-33	NA
SERPINB3	6317	-13	NA
SERPINB4	6318	-4	NA
SERPINB5	5268	28	NA
SERPINB6	5269	43	NA
SERPINB7	8710	37	NA
SERPINB8	5271	-7	NA
SERPINB9	5272	7	NA
SERPINC1	462	-9	NA
SERPIND1	3053	-16	NA
SERPINE1	5054	227	NA
SERPINE2	5270	66	NA
SERPINE3	647174	13	NA
SERPINF1	5176	-12	NA
SERPINF2	5345	113	NA
SERPING1	710	109	NA
SERPINH1	871	14	NA
SERPINI1	5274	26	NA
SERPINI2	5276	8	NA
SERTAD1	29950	64	NA
SERTAD2	9792	174	NA
SERTAD3	29946	62	NA
SERTAD4	56256	-29	NA
SERTM1	400120	-30	NA
SERTM2	401613	-27	NA
SESN1	27244	60	NA
SESN2	83667	20	NA
SESN3	143686	53	NA
SESTD1	91404	-30	NA
SET	6418	-81	NA
SETBP1	26040	68	NA
SETD1A	9739	-32	NA
SETD1B	23067	-104	NA
SETD2	29072	-16	NA
SETD3	84193	-28	NA
SETD4	54093	-72	NA
SETD5	55209	57	NA
SETD6	79918	-140	NA
SETD7	80854	-50	NA
SETD9	133383	-160	NA
SETDB1	9869	-21	NA
SETDB2	83852	-62	NA
SETMAR	6419	-112	NA
SETSIP	646817	-22	NA
SETX	23064	-42	NA
SEZ6	124925	20	NA
SEZ6L	23544	-5	NA
SEZ6L2	26470	76	NA
SF1	7536	-75	NA
SF3A1	10291	-39	NA
SF3A2	8175	3	NA
SF3A3	10946	-114	NA
SF3B1	23451	21	NA
SF3B2	10992	-19	NA
SF3B3	23450	-69	NA
SF3B4	10262	-133	NA
SF3B5	83443	-53	NA
SF3B6	51639	-34	NA
SFI1	9814	1	NA
SFMBT1	51460	-91	NA
SFMBT2	57713	123	NA
SFN	2810	14	NA
SFPQ	6421	-110	NA
SFR1	119392	-31	NA
SFRP1	6422	15	NA
SFRP2	6423	-25	NA
SFRP4	6424	-6	NA
SFRP5	6425	-23	NA
SFSWAP	6433	-15	NA
SFT2D1	113402	-6	NA
SFT2D2	375035	-22	NA
SFT2D3	84826	-59	NA
SFTA2	389376	4	NA
SFTA3	253970	6	NA
SFTPA1	653509	21	NA
SFTPA2	729238	46	NA
SFTPB	6439	53	NA
SFTPC	6440	6	NA
SFTPD	6441	43	NA
SFXN1	94081	10	NA
SFXN2	118980	-244	NA
SFXN3	81855	214	NA
SFXN4	119559	-167	NA
SFXN5	94097	-114	NA
SGCA	6442	33	NA
SGCB	6443	25	NA
SGCD	6444	0	NA
SGCE	8910	43	NA
SGCG	6445	-32	NA
SGCZ	137868	7	NA
SGF29	112869	-28	NA
SGIP1	84251	43	NA
SGK1	6446	-65	NA
SGK2	10110	126	NA
SGK3	23678	-101	NA
SGMS1	259230	-43	NA
SGMS2	166929	-31	NA
SGO1	151648	-55	NA
SGO2	151246	1	NA
SGPL1	8879	-28	NA
SGPP1	81537	-81	NA
SGPP2	130367	87	NA
SGSH	6448	-91	NA
SGSM1	129049	71	NA
SGSM2	9905	71	NA
SGSM3	27352	-17	NA
SGTA	6449	-89	NA
SGTB	54557	40	NA
SH2B1	25970	-20	NA
SH2B2	10603	172	NA
SH2B3	10019	-74	NA
SH2D1A	4068	-3	NA
SH2D1B	117157	23	NA
SH2D2A	9047	-16	NA
SH2D3A	10045	39	NA
SH2D3C	10044	71	NA
SH2D4A	63898	-21	NA
SH2D4B	387694	33	NA
SH2D5	400745	-46	NA
SH2D6	284948	50	NA
SH2D7	646892	-14	NA
SH3BGR	6450	8	NA
SH3BGRL	6451	-3	NA
SH3BGRL2	83699	-35	NA
SH3BGRL3	83442	51	NA
SH3BP1	23616	-59	NA
SH3BP2	6452	93	NA
SH3BP4	23677	29	NA
SH3BP5	9467	16	NA
SH3BP5L	80851	-30	NA
SH3D19	152503	-44	NA
SH3D21		316	NA
SH3GL1	6455	41	NA
SH3GL2	6456	-28	NA
SH3GL3	6457	116	NA
SH3GLB1	51100	17	NA
SH3GLB2	56904	-42	NA
SH3KBP1	30011	17	NA
SH3PXD2A	9644	70	NA
SH3PXD2B	285590	37	NA
SH3RF1	57630	-22	NA
SH3RF2	153769	-50	NA
SH3RF3	344558	64	NA
SH3TC1	54436	18	NA
SH3TC2	79628	-72	NA
SH3YL1	26751	72	NA
SHANK1	50944	56	NA
SHANK2	22941	99	NA
SHANK3	85358	91	NA
SHARPIN	81858	-31	NA
SHB	6461	129	NA
SHBG	6462	-21	NA
SHC1	6464	-18	NA
SHC2	25759	132	NA
SHC3	53358	6	NA
SHC4	399694	56	NA
SHCBP1	79801	-81	NA
SHCBP1L	81626	-1	NA
SHD	56961	10	NA
SHE	126669	8	NA
SHF	90525	52	NA
SHH	6469	1	NA
SHISA2	387914	20	NA
SHISA3	152573	-37	NA
SHISA4	149345	-2	NA
SHISA5	51246	-33	NA
SHISA6	388336	5	NA
SHISA7	729956	32	NA
SHISA8	440829	11	NA
SHISA9	729993	22	NA
SHISAL1	85352	-13	NA
SHISAL2A	348378	-12	NA
SHISAL2B	100132916	-10	NA
SHKBP1	92799	-44	NA
SHLD1	149840	-79	NA
SHLD2	54537	-86	NA
SHLD3	112441434	-113	NA
SHMT1	6470	-90	NA
SHMT2	6472	66	NA
SHOC1	158401	-47	NA
SHOC2	8036	7	NA
SHOX	6473	82	NA
SHOX2	6474	32	NA
SHPK	23729	-78	NA
SHPRH	257218	-43	NA
SHQ1	55164	-106	NA
SHROOM1	134549	-77	NA
SHROOM2	357	-51	NA
SHROOM3	57619	-13	NA
SHROOM4	57477	20	NA
SHTN1	57698	-71	NA
SI	6476	-9	NA
SIAE	54414	-1	NA
SIAH1	6477	8	NA
SIAH2	6478	125	NA
SIAH3	283514	-15	NA
SIDT1	54847	-27	NA
SIDT2	51092	44	NA
SIGIRR	59307	14	NA
SIGLEC1	6614	27	NA
SIGLEC10	89790	27	NA
SIGLEC11	114132	0	NA
SIGLEC12	89858	17	NA
SIGLEC14	100049587	18	NA
SIGLEC15	284266	-22	NA
SIGLEC5	8778	10	NA
SIGLEC6	946	54	NA
SIGLEC7	27036	19	NA
SIGLEC8	27181	45	NA
SIGLEC9	27180	12	NA
SIGLECL1	284369	5	NA
SIGMAR1	10280	-160	NA
SIK1	150094	116	NA
SIK1B		119	NA
SIK2	23235	17	NA
SIK3	23387	-6	NA
SIKE1	80143	-17	NA
SIL1	64374	-29	NA
SIM1	6492	-57	NA
SIM2	6493	36	NA
SIMC1	375484	-44	NA
SIN3A	25942	27	NA
SIN3B	23309	-4	NA
SINHCAF	58516	30	NA
SIPA1	6494	-13	NA
SIPA1L1	26037	-12	NA
SIPA1L2	57568	-13	NA
SIPA1L3	23094	10	NA
SIRPA	140885	-14	NA
SIRPB1	10326	29	NA
SIRPB2	284759	92	NA
SIRPD	128646	12	NA
SIRPG	55423	29	NA
SIRT1	23411	-6	NA
SIRT2	22933	26	NA
SIRT3	23410	17	NA
SIRT4	23409	39	NA
SIRT5	23408	38	NA
SIRT6	51548	-41	NA
SIRT7	51547	-42	NA
SIT1	27240	45	NA
SIVA1	10572	-64	NA
SIX1	6495	-43	NA
SIX2	10736	-10	NA
SIX3	6496	-1	NA
SIX4	51804	-10	NA
SIX5	147912	37	NA
SIX6	4990	-13	NA
SKA1	220134	-90	NA
SKA2	348235	-72	NA
SKA3	221150	-134	NA
SKAP1	8631	1	NA
SKAP2	8935	11	NA
SKI	6497	-11	NA
SKIDA1	387640	-83	NA
SKIL	6498	30	NA
SKIV2L		-15	NA
SKOR1	390598	-9	NA
SKOR2	652991	-2	NA
SKP1	6500	-18	NA
SKP2	6502	-137	NA
SLA	6503	48	NA
SLA2	84174	9	NA
SLAIN1	122060	-48	NA
SLAIN2	57606	-20	NA
SLAMF1	6504	-4	NA
SLAMF6	114836	45	NA
SLAMF7	57823	25	NA
SLAMF8	56833	25	NA
SLAMF9	89886	63	NA
SLBP	7884	-66	NA
SLC10A1	6554	13	NA
SLC10A2	6555	4	NA
SLC10A3	8273	-32	NA
SLC10A4	201780	-35	NA
SLC10A5	347051	19	NA
SLC10A6	345274	26	NA
SLC10A7	84068	-72	NA
SLC11A1	6556	109	NA
SLC11A2	4891	-59	NA
SLC12A1	6557	1	NA
SLC12A2	6558	-31	NA
SLC12A3	6559	26	NA
SLC12A4	6560	73	NA
SLC12A5	57468	-6	NA
SLC12A6	9990	40	NA
SLC12A7	10723	-21	NA
SLC12A8	84561	-45	NA
SLC12A9	56996	-140	NA
SLC13A1	6561	14	NA
SLC13A2	9058	1	NA
SLC13A3	64849	-69	NA
SLC13A4	26266	-19	NA
SLC13A5	284111	-10	NA
SLC14A1	6563	-27	NA
SLC14A2	8170	45	NA
SLC15A1	6564	53	NA
SLC15A2	6565	10	NA
SLC15A3	51296	-72	NA
SLC15A4	121260	70	NA
SLC15A5	729025	4	NA
SLC16A1	6566	42	NA
SLC16A10	117247	2	NA
SLC16A11	162515	29	NA
SLC16A12	387700	32	NA
SLC16A13	201232	-33	NA
SLC16A14	151473	-123	NA
SLC16A2	6567	19	NA
SLC16A3	9123	281	NA
SLC16A4	9122	34	NA
SLC16A5	9121	-28	NA
SLC16A6	9120	8	NA
SLC16A7	9194	-27	NA
SLC16A8	23539	21	NA
SLC16A9	220963	-73	NA
SLC17A1	6568	6	NA
SLC17A2	10246	-4	NA
SLC17A3	10786	-10	NA
SLC17A4	10050	6	NA
SLC17A5	26503	95	NA
SLC17A6	57084	-4	NA
SLC17A7	57030	107	NA
SLC17A8	246213	-5	NA
SLC17A9	63910	30	NA
SLC18A1	6570	0	NA
SLC18A2	6571	-39	NA
SLC18A3	6572	24	NA
SLC18B1	116843	-126	NA
SLC19A1	6573	-170	NA
SLC19A2	10560	-56	NA
SLC19A3	80704	29	NA
SLC1A1	6505	177	NA
SLC1A2	6506	-28	NA
SLC1A3	6507	-66	NA
SLC1A4	6509	-51	NA
SLC1A5	6510	-66	NA
SLC1A6	6511	103	NA
SLC1A7	6512	19	NA
SLC20A1	6574	-71	NA
SLC20A2	6575	-64	NA
SLC22A1	6580	0	NA
SLC22A10	387775	19	NA
SLC22A11	55867	32	NA
SLC22A12	116085	4	NA
SLC22A13	9390	74	NA
SLC22A14	9389	104	NA
SLC22A15	55356	-7	NA
SLC22A16	85413	35	NA
SLC22A17	51310	39	NA
SLC22A18		42	NA
SLC22A18AS		28	NA
SLC22A2	6582	13	NA
SLC22A23	63027	33	NA
SLC22A24	283238	7	NA
SLC22A25	387601	-4	NA
SLC22A3	6581	-11	NA
SLC22A31	146429	19	NA
SLC22A4	6583	-50	NA
SLC22A5	6584	-128	NA
SLC22A6	9356	0	NA
SLC22A7	10864	8	NA
SLC22A8	9376	0	NA
SLC22A9	114571	28	NA
SLC23A1	9963	-20	NA
SLC23A2	9962	-83	NA
SLC23A3	151295	26	NA
SLC24A1	9187	-12	NA
SLC24A2	25769	-13	NA
SLC24A3	57419	-22	NA
SLC24A4	123041	29	NA
SLC24A5	283652	-16	NA
SLC25A1	6576	17	NA
SLC25A10	1468	-136	NA
SLC25A11	8402	-88	NA
SLC25A12	8604	-161	NA
SLC25A13	10165	-129	NA
SLC25A14	9016	-22	NA
SLC25A15	10166	-142	NA
SLC25A16	8034	-116	NA
SLC25A17	10478	-107	NA
SLC25A18	83733	-93	NA
SLC25A19	60386	-175	NA
SLC25A2	83884	9	NA
SLC25A20	788	-137	NA
SLC25A21	89874	-73	NA
SLC25A22	79751	-66	NA
SLC25A23	79085	34	NA
SLC25A24	29957	-21	NA
SLC25A25	114789	-98	NA
SLC25A26	115286	13	NA
SLC25A27	9481	59	NA
SLC25A28	81894	-127	NA
SLC25A29	123096	14	NA
SLC25A3	5250	-42	NA
SLC25A30	253512	-14	NA
SLC25A31	83447	5	NA
SLC25A32	81034	-125	NA
SLC25A33	84275	-160	NA
SLC25A34	284723	14	NA
SLC25A35	399512	-225	NA
SLC25A36	55186	179	NA
SLC25A37	51312	80	NA
SLC25A38	54977	-39	NA
SLC25A39	51629	-67	NA
SLC25A4	291	71	NA
SLC25A40	55972	9	NA
SLC25A41	284427	42	NA
SLC25A42	284439	81	NA
SLC25A43	203427	-12	NA
SLC25A44	9673	-142	NA
SLC25A45	283130	74	NA
SLC25A46	91137	-50	NA
SLC25A47	283600	5	NA
SLC25A48	153328	11	NA
SLC25A5	292	-85	NA
SLC25A51	92014	-2	NA
SLC25A52	147407	-62	NA
SLC25A53	401612	-20	NA
SLC25A6	293	1	NA
SLC26A1	10861	-7	NA
SLC26A10		45	NA
SLC26A11	284129	-32	NA
SLC26A2	1836	-119	NA
SLC26A3	1811	14	NA
SLC26A4	5172	40	NA
SLC26A5	375611	-3	NA
SLC26A6	65010	116	NA
SLC26A7	115111	34	NA
SLC26A8	116369	23	NA
SLC26A9	115019	-40	NA
SLC27A1	376497	104	NA
SLC27A2	11001	-103	NA
SLC27A3	11000	84	NA
SLC27A4	10999	-189	NA
SLC27A5	10998	-76	NA
SLC27A6	28965	-25	NA
SLC28A1	9154	134	NA
SLC28A2	9153	-11	NA
SLC28A3	64078	3	NA
SLC29A1	2030	-76	NA
SLC29A2	3177	-66	NA
SLC29A3	55315	-72	NA
SLC29A4	222962	180	NA
SLC2A1	6513	366	NA
SLC2A10	81031	3	NA
SLC2A11	66035	19	NA
SLC2A12	154091	99	NA
SLC2A13	114134	89	NA
SLC2A14	144195	183	NA
SLC2A2	6514	-44	NA
SLC2A3	6515	377	NA
SLC2A4	6517	21	NA
SLC2A4RG	56731	-27	NA
SLC2A5	6518	81	NA
SLC2A6	11182	-94	NA
SLC2A7	155184	39	NA
SLC2A8	29988	-104	NA
SLC2A9	56606	-56	NA
SLC30A1	7779	-19	NA
SLC30A10	55532	45	NA
SLC30A2	7780	6	NA
SLC30A3	7781	5	NA
SLC30A4	7782	-4	NA
SLC30A5	64924	-70	NA
SLC30A6	55676	-71	NA
SLC30A7	148867	-60	NA
SLC30A8	169026	-15	NA
SLC30A9	10463	-11	NA
SLC31A1	1317	17	NA
SLC31A2	1318	-74	NA
SLC32A1	140679	12	NA
SLC33A1	9197	6	NA
SLC34A1	6569	-9	NA
SLC34A2	10568	-11	NA
SLC34A3	142680	22	NA
SLC35A1	10559	-1	NA
SLC35A2	7355	-18	NA
SLC35A3	23443	38	NA
SLC35A4	113829	-109	NA
SLC35A5	55032	-23	NA
SLC35B1	10237	-98	NA
SLC35B2	347734	-20	NA
SLC35B3	51000	-53	NA
SLC35B4	84912	-144	NA
SLC35C1	55343	-136	NA
SLC35C2		-41	NA
SLC35D1	23169	-130	NA
SLC35D2	11046	-45	NA
SLC35D3	340146	-24	NA
SLC35E1	79939	144	NA
SLC35E2A	9906	66	NA
SLC35E2B	728661	-8	NA
SLC35E3	55508	-34	NA
SLC35E4	339665	-24	NA
SLC35F1	222553	49	NA
SLC35F2	54733	-82	NA
SLC35F3	148641	72	NA
SLC35F4	341880	6	NA
SLC35F5	80255	-8	NA
SLC35F6	54978	-130	NA
SLC35G1	159371	-171	NA
SLC35G2	80723	-28	NA
SLC35G3	146861	-6	NA
SLC35G4	646000	7	NA
SLC35G5	83650	40	NA
SLC35G6	643664	8	NA
SLC36A1	206358	-124	NA
SLC36A2	153201	29	NA
SLC36A3	285641	-3	NA
SLC36A4	120103	36	NA
SLC37A1	54020	-95	NA
SLC37A2	219855	7	NA
SLC37A3	84255	-27	NA
SLC37A4	2542	-38	NA
SLC38A1	81539	-3	NA
SLC38A10	124565	-39	NA
SLC38A11	151258	12	NA
SLC38A2	54407	105	NA
SLC38A3	10991	12	NA
SLC38A4	55089	50	NA
SLC38A5	92745	27	NA
SLC38A6	145389	-97	NA
SLC38A7	55238	-109	NA
SLC38A8	146167	9	NA
SLC38A9	153129	-107	NA
SLC39A1	27173	-20	NA
SLC39A10	57181	-18	NA
SLC39A11	201266	-98	NA
SLC39A12	221074	-5	NA
SLC39A13	91252	11	NA
SLC39A14	23516	14	NA
SLC39A2	29986	-16	NA
SLC39A3	29985	-132	NA
SLC39A4	55630	-78	NA
SLC39A5	283375	-1	NA
SLC39A6	25800	-33	NA
SLC39A7	7922	1	NA
SLC39A8	64116	-46	NA
SLC39A9	55334	-5	NA
SLC3A1	6519	20	NA
SLC3A2	6520	46	NA
SLC40A1	30061	-23	NA
SLC41A1	254428	59	NA
SLC41A2	84102	-25	NA
SLC41A3	54946	12	NA
SLC43A1	8501	-47	NA
SLC43A2	124935	-198	NA
SLC43A3	29015	34	NA
SLC44A1	23446	27	NA
SLC44A2	57153	1	NA
SLC44A3	126969	39	NA
SLC44A4	80736	26	NA
SLC44A5	204962	24	NA
SLC45A1	50651	151	NA
SLC45A2	51151	-8	NA
SLC45A3	85414	45	NA
SLC45A4	57210	-131	NA
SLC46A1	113235	-104	NA
SLC46A2	57864	61	NA
SLC46A3	283537	-70	NA
SLC47A1	55244	-113	NA
SLC47A2	146802	12	NA
SLC48A1	55652	-106	NA
SLC49A3	84179	-21	NA
SLC49A4	84925	-61	NA
SLC4A1	6521	25	NA
SLC4A10	57282	-46	NA
SLC4A11	83959	-90	NA
SLC4A1AP	22950	-58	NA
SLC4A2	6522	-48	NA
SLC4A3	6508	49	NA
SLC4A4	8671	36	NA
SLC4A5	57835	52	NA
SLC4A7	9497	-55	NA
SLC4A8	9498	-64	NA
SLC4A9	83697	34	NA
SLC50A1	55974	-10	NA
SLC51A	200931	36	NA
SLC51B	123264	13	NA
SLC52A1	55065	30	NA
SLC52A2	79581	-117	NA
SLC52A3	113278	-8	NA
SLC5A1	6523	2	NA
SLC5A10	125206	72	NA
SLC5A11	115584	-19	NA
SLC5A12	159963	-29	NA
SLC5A2	6524	39	NA
