GeneName	xref_id	HN1.5	Proteo
FAM120A	23196	-38	NA
FAM120AOS	158293	-16	NA
FAM120B	84498	-49	NA
FAM120C	54954	-36	NA
FAM122A		-89	NA
FAM122B		-53	NA
FAM122C		20	NA
FAM124A	220108	-84	NA
FAM124B	79843	-16	NA
FAM126A		-86	NA
FAM126B		-19	NA
FAM129A		-49	NA
FAM129B		74	NA
FAM129C		25	NA
FAM131A	131408	33	NA
FAM131B	9715	6	NA
FAM131C	348487	99	NA
FAM133A	286499	-31	NA
FAM133B	257415	4	NA
FAM135A	57579	-49	NA
FAM135B	51059	-2	NA
FAM136A		-132	NA
FAM13A	10144	212	NA
FAM13B	51306	-32	NA
FAM13C	220965	46	NA
FAM149A	25854	-31	NA
FAM149B1	317662	37	NA
FAM151A	338094	15	NA
FAM151B	167555	-44	NA
FAM153A	285596	81	NA
FAM153B	202134	16	NA
FAM153C		6	NA
FAM155A		-51	NA
FAM155B		-92	NA
FAM156A	29057	47	NA
FAM160A1		175	NA
FAM160A2		44	NA
FAM160B1		-1	NA
FAM160B2		-19	NA
FAM161A	84140	4	NA
FAM161B	145483	51	NA
FAM162A	26355	323	NA
FAM162B	221303	37	NA
FAM163A	148753	15	NA
FAM163B	642968	39	NA
FAM166A		19	NA
FAM166B		11	NA
FAM167A	83648	65	NA
FAM167B	84734	61	NA
FAM168A	23201	115	NA
FAM168B	130074	-9	NA
FAM169A	26049	-114	NA
FAM169B		-1	NA
FAM170A	340069	-3	NA
FAM170B	170370	3	NA
FAM171A1	221061	-12	NA
FAM171A2	284069	-5	NA
FAM171B	165215	-79	NA
FAM172A		30	NA
FAM173A		-133	NA
FAM174A	345757	37	NA
FAM174B	400451	60	NA
FAM177A1	283635	3	NA
FAM177B	400823	119	NA
FAM178B	51252	-65	NA
FAM180A	389558	45	NA
FAM180B	399888	13	NA
FAM181A	90050	-10	NA
FAM181B	220382	3	NA
FAM183A		-14	NA
FAM184A	79632	-60	NA
FAM184B	27146	24	NA
FAM185A	222234	-67	NA
FAM186A	121006	50	NA
FAM186B	84070	-122	NA
FAM187A	100528020	-12	NA
FAM187B	148109	0	NA
FAM189A1		-2	NA
FAM189A2		106	NA
FAM189B		-35	NA
FAM192A		-49	NA
FAM193A	8603	12	NA
FAM193B	54540	82	NA
FAM199X	139231	-18	NA
FAM19A1		3	NA
FAM19A2		10	NA
FAM19A3		12	NA
FAM19A4		-34	NA
FAM19A5		-21	NA
FAM200A		-32	NA
FAM200B		-17	NA
FAM204A	63877	-34	NA
FAM205A		-9	NA
FAM205C		-5	NA
FAM206A		-15	NA
FAM207A		-37	NA
FAM209A	200232	7	NA
FAM209B	388799	6	NA
FAM20A	54757	-10	NA
FAM20B	9917	-37	NA
FAM20C	56975	35	NA
FAM210A		198	NA
FAM210B		-39	NA
FAM214A		49	NA
FAM214B		132	NA
FAM216A	29902	109	NA
FAM216B	144809	-13	NA
FAM217A	222826	5	NA
FAM217B	63939	-117	NA
FAM218A	152756	-47	NA
FAM219A	203259	172	NA
FAM219B	57184	24	NA
FAM220A	84792	32	NA
FAM221A	340277	14	NA
FAM221B	392307	26	NA
FAM222A	84915	-93	NA
FAM222B	55731	17	NA
FAM227A	646851	14	NA
FAM227B	196951	26	NA
FAM228A	653140	20	NA
FAM228B	375190	-1	NA
FAM229A	100128071	70	NA
FAM229B	619208	26	NA
FAM234A	83986	8	NA
FAM234B	57613	104	NA
FAM236A	100129407	-3	NA
FAM236B	100132304	1	NA
FAM236C	109729126	0	NA
FAM236D	105373251	1	NA
FAM237A	200726	0	NA
FAM237B	107986818	-1	NA
FAM240A	100132146	9	NA
FAM240B	110806297	42	NA
FAM241A	132720	4	NA
FAM241B	219738	-57	NA
FAM243A		0	NA
FAM243B		-7	NA
FAM24A	118670	-6	NA
FAM24B	196792	31	NA
FAM25A	643161	24	NA
FAM25C	644054	0	NA
FAM25G	100133093	0	NA
FAM32A	26017	-57	NA
FAM3A	60343	19	NA
FAM3B	54097	-42	NA
FAM3C	10447	-44	NA
FAM3D	131177	-3	NA
FAM43A	131583	22	NA
FAM43B	163933	72	NA
FAM45A		-28	NA
FAM47A	158724	2	NA
FAM47B	170062	1	NA
FAM47C	442444	-8	NA
FAM47E	100129583	-53	NA
FAM47E-STBD1	100631383	235	NA
FAM49A		7	NA
FAM49B		-70	NA
FAM50A	9130	-17	NA
FAM50B	26240	-92	NA
FAM53A	152877	-86	NA
FAM53B	9679	-53	NA
FAM53C	51307	-32	NA
FAM57A		92	NA
FAM57B		36	NA
FAM71A		50	NA
FAM71B		1	NA
FAM71C		3	NA
FAM71D		-49	NA
FAM71E1		1	NA
FAM71E2		7	NA
FAM71F1		5	NA
FAM71F2		60	NA
FAM72A		-93	NA
FAM72B		-91	NA
FAM72C		-39	NA
FAM72D		-63	NA
FAM76A	199870	-89	NA
FAM76B	143684	49	NA
FAM78A	286336	-42	NA
FAM78B	149297	3	NA
FAM81A	145773	-93	NA
FAM81B	153643	1	NA
FAM83A		27	NA
FAM83B		65	NA
FAM83C		-4	NA
FAM83D		-67	NA
FAM83E		31	NA
FAM83F		47	NA
FAM83G		74	NA
FAM83H		-46	NA
FAM84A		64	NA
FAM84B		7	NA
FAM86B1	85002	-107	NA
FAM86B2	653333	-129	NA
FAM86C1		-208	NA
FAM89A	375061	-33	NA
FAM89B	23625	32	NA
FAM8A1	51439	25	NA
FAM90A1	55138	6	NA
FAM90A26	100287045	-44	NA
FAM91A1	157769	-18	NA
FAM92A		-110	NA
FAM92B		5	NA
FAM95C	100289137	-47	NA
FAM98A		-133	NA
FAM98B		-91	NA
FAM98C		-26	NA
FAM9A	171482	9	NA
FAM9B	171483	-31	NA
FAM9C	171484	31	NA
FAN1	22909	-68	NA
FANCA	2175	-100	NA
FANCB	2187	-52	NA
FANCC	2176	-76	NA
FANCD2	2177	-88	NA
FANCD2OS	115795	15	NA
FANCE	2178	-125	NA
FANCF	2188	-80	NA
FANCG	2189	-78	NA
FANCI	55215	-110	NA
FANCL	55120	-48	NA
FANCM	57697	-65	NA
FANK1	92565	232	NA
FAP	2191	19	NA
FAR1	84188	-64	NA
FAR2	55711	-83	NA
FARP1	10160	13	NA
FARP2	9855	-85	NA
FARS2	10667	-131	NA
FARSA	2193	-99	NA
FARSB	10056	-195	NA
FAS	355	-113	NA
FASLG	356	24	NA
FASN	2194	-65	NA
FASTK	10922	-37	NA
FASTKD1	79675	-51	NA
FASTKD2	22868	-139	NA
FASTKD3	79072	-135	NA
FASTKD5	60493	-128	NA
FAT1	2195	47	NA
FAT2	2196	-6	NA
FAT3	120114	-7	NA
FAT4	79633	31	NA
FATE1	89885	-26	NA
FAU	2197	-24	NA
FAXC	84553	-51	NA
FAXDC2	10826	89	NA
FBF1	85302	-125	NA
FBH1	84893	-23	NA
FBL	2091	13	NA
FBLIM1	54751	18	NA
FBLL1	345630	63	NA
FBLN1	2192	26	NA
FBLN2	2199	58	NA
FBLN5	10516	31	NA
FBLN7	129804	68	NA
FBN2	2201	1	NA
FBN3	84467	97	NA
FBP1	2203	-89	NA
FBP2	8789	-24	NA
FBRS	64319	16	NA
FBRSL1	57666	-40	NA
FBXL12	54850	21	NA
FBXL13	222235	43	NA
FBXL14	144699	-19	NA
FBXL15	79176	-38	NA
FBXL16	146330	80	NA
FBXL17	64839	-16	NA
FBXL18	80028	-81	NA
FBXL19	54620	-29	NA
FBXL2	25827	75	NA
FBXL20	84961	63	NA
FBXL22	283807	-56	NA
FBXL3	26224	51	NA
FBXL4	26235	20	NA
FBXL5	26234	-26	NA
FBXL6	26233	-142	NA
FBXL7	23194	3	NA
FBXL8	55336	113	NA
FBXO10	26267	-79	NA
FBXO11	80204	23	NA
FBXO15	201456	128	NA
FBXO16	157574	-14	NA
FBXO17	115290	-14	NA
FBXO2	26232	129	NA
FBXO21	23014	8	NA
FBXO22	26263	-90	NA
FBXO24	26261	-26	NA
FBXO25	26260	35	NA
FBXO27	126433	-8	NA
FBXO28	23219	-21	NA
FBXO3	26273	-5	NA
FBXO30	84085	-90	NA
FBXO31	79791	-48	NA
FBXO32	114907	101	NA
FBXO33	254170	-4	NA
FBXO34	55030	28	NA
FBXO36	130888	-75	NA
FBXO38	81545	25	NA
FBXO39	162517	7	NA
FBXO4	26272	-108	NA
FBXO40	51725	28	NA
FBXO41	150726	71	NA
FBXO42	54455	138	NA
FBXO43	286151	-51	NA
FBXO44	93611	52	NA
FBXO45	200933	-42	NA
FBXO46	23403	37	NA
FBXO47	494188	-17	NA
FBXO48	554251	27	NA
FBXO5	26271	-58	NA
FBXO6	26270	-49	NA
FBXO7	25793	-3	NA
FBXO8	26269	55	NA
FBXO9	26268	-85	NA
FBXW10	10517	-29	NA
FBXW11	23291	-9	NA
FBXW12	285231	-28	NA
FBXW2	26190	-68	NA
FBXW4	6468	7	NA
FBXW5	54461	6	NA
FBXW7	55294	-15	NA
FBXW8	26259	-57	NA
FBXW9	84261	-61	NA
FCAMR	83953	-11	NA
FCAR	2204	69	NA
FCER1A	2205	-15	NA
FCER1G	2207	49	NA
FCER2	2208	27	NA
FCF1	51077	-49	NA
FCGBP	8857	56	NA
FCGR1A	2209	-2	NA
FCGR1B		13	NA
FCGR2A	2212	-10	NA
FCGR2B	2213	12	NA
FCGR2C	9103	40	NA
FCGR3A	2214	-4	NA
FCGR3B	2215	6	NA
FCGRT	2217	11	NA
FCHO1	23149	7	NA
FCHO2	115548	54	NA
FCHSD1	89848	68	NA
FCHSD2	9873	3	NA
FCMR	9214	-50	NA
FCN1	2219	25	NA
FCN2	2220	16	NA
FCN3	8547	43	NA
FCRL1	115350	5	NA
FCRL2	79368	-5	NA
FCRL3	115352	-11	NA
FCRL4	83417	3	NA
FCRL5	83416	-2	NA
FCRL6	343413	6	NA
FCRLA	84824	60	NA
FCRLB	127943	-4	NA
FDCSP	260436	7	NA
FDFT1	2222	-33	NA
FDPS	2224	-27	NA
FDX1	2230	-132	NA
FDX2	112812	-153	NA
FDXACB1	91893	-210	NA
FDXR	2232	-67	NA
FECH	2235	-152	NA
FEM1A	55527	-104	NA
FEM1B	10116	15	NA
FEM1C	56929	182	NA
FEN1	2237	-130	NA
FER	2241	35	NA
FER1L5	90342	-3	NA
FER1L6	654463	-4	NA
FERD3L	222894	-4	NA
FERMT1	55612	-134	NA
FERMT2	10979	14	NA
FERMT3	83706	-35	NA
FES	2242	0	NA
FETUB	26998	19	NA
FEV	54738	26	NA
FEZ1	9638	-10	NA
FEZ2	9637	24	NA
FEZF1	389549	-1	NA
FEZF2	55079	-16	NA
FFAR1	2864	-22	NA
FFAR2	2867	-9	NA
FFAR3	2865	5	NA
FFAR4	338557	-16	NA
FGA	2243	-4	NA
FGB	2244	13	NA
FGD1	2245	-26	NA
FGD2	221472	31	NA
FGD3	89846	-79	NA
FGD4	121512	31	NA
FGD5	152273	72	NA
FGD6	55785	36	NA
FGF1	2246	-14	NA
FGF10	2255	26	NA
FGF11	2256	278	NA
FGF12	2257	-49	NA
FGF13	2258	-2	NA
FGF14	2259	10	NA
FGF16	8823	7	NA
FGF17	8822	89	NA
FGF18	8817	-59	NA
FGF19	9965	8	NA
FGF2	2247	-90	NA
FGF20	26281	-24	NA
FGF21	26291	24	NA
FGF22	27006	-19	NA
FGF23	8074	14	NA
FGF3	2248	0	NA
FGF4	2249	14	NA
FGF5	2250	11	NA
FGF6	2251	11	NA
FGF7	2252	-23	NA
FGF8	2253	15	NA
FGF9	2254	-2	NA
FGFBP1	9982	-31	NA
FGFBP2	83888	31	NA
FGFBP3	143282	-125	NA
FGFR1	2260	80	NA
FGFR1OP		-27	NA
FGFR1OP2	26127	26	NA
FGFR2	2263	-6	NA
FGFR3	2261	10	NA
FGFR4	2264	-30	NA
FGFRL1	53834	-9	NA
FGG	2266	15	NA
FGGY	55277	44	NA
FGL1	2267	4	NA
FGL2	10875	-7	NA
FGR	2268	-16	NA
FH	2271	-148	NA
FHAD1	114827	12	NA
FHDC1	85462	-35	NA
FHIT	2272	0	NA
FHL1	2273	78	NA
FHL2	2274	74	NA
FHL3	2275	-2	NA
FHL5	9457	9	NA
FHOD1	29109	-99	NA
FHOD3	80206	-32	NA
FIBCD1	84929	95	NA
FIBIN	387758	-28	NA
FIBP	9158	-58	NA
FICD	11153	-74	NA
FIG4	9896	19	NA
FIGLA	344018	9	NA
FIGN	55137	-89	NA
FIGNL1	63979	-92	NA
FIGNL2	401720	-2	NA
FILIP1	27145	14	NA
FILIP1L	11259	43	NA
FIP1L1	81608	-59	NA
FIS1	51024	-39	NA
FITM1	161247	-47	NA
FITM2	128486	-30	NA
FIZ1	84922	-44	NA
FJX1	24147	-127	NA
FKBP10	60681	26	NA
FKBP11	51303	-8	U2904 1% and  U2932 1%
FKBP14	55033	1	NA
FKBP15	23307	69	NA
FKBP1A	2280	-5	NA
FKBP1B	2281	30	NA
FKBP1C	642489	2	NA
FKBP2	2286	4	NA
FKBP3	2287	-49	NA
FKBP4	2288	-70	NA
FKBP5	2289	-124	NA
FKBP6	8468	15	NA
FKBP7	51661	-36	NA
FKBP8	23770	101	NA
FKBP9	11328	75	NA
FKBPL	63943	-84	NA
FKRP	79147	-82	NA
FKTN	2218	-69	NA
FLAD1	80308	-181	NA
FLCN	201163	50	NA
FLG	2312	15	NA
FLG2	388698	19	NA
FLI1	2313	-29	NA
FLII	2314	3	NA
FLNA	2316	67	NA
FLNB	2317	130	NA
FLNC	2318	51	NA
FLOT1	10211	-18	NA
FLOT2	2319	-42	NA
FLRT1	23769	55	NA
FLRT2	23768	-21	NA
FLRT3	23767	24	NA
FLT1	2321	69	NA
FLT3	2322	1	NA
FLT3LG	2323	4	NA
FLT4	2324	98	NA
FLVCR1	28982	-97	NA
FLVCR2	55640	-7	NA
FLYWCH1	84256	-23	NA
FLYWCH2	114984	-54	NA
FMC1	154791	-37	NA
FMC1-LUC7L2	100996928	-71	NA
FMN1	342184	24	NA
FMN2	56776	-25	NA
FMNL1	752	-42	NA
FMNL2	114793	81	NA
FMNL3	91010	-59	NA
FMO1	2326	-17	NA
FMO2	2327	3	NA
FMO3	2328	-14	NA
FMO4	2329	-15	NA
FMO5	2330	9	NA
FMOD	2331	7	NA
FMR1	2332	5	NA
FMR1NB	158521	14	NA
FN1	2335	160	NA
FN3K	64122	95	NA
FN3KRP	79672	-47	NA
FNBP1	23048	76	NA
FNBP1L	54874	88	NA
FNBP4	23360	9	NA
FNDC1	84624	-4	NA
FNDC10	643988	-1	NA
FNDC11	79025	143	NA
FNDC3A	22862	-12	NA
FNDC3B	64778	102	NA
FNDC4	64838	9	NA
FNDC5	252995	-7	NA
FNDC7	163479	54	NA
FNDC8	54752	-38	NA
FNDC9	408263	-3	NA
FNIP1	96459	86	NA
FNIP2	57600	21	NA
FNTA	2339	28	NA
FNTB	2342	36	NA
FOCAD	54914	-79	NA
FOLH1	2346	14	NA
FOLR1	2348	21	NA
FOLR2	2350	23	NA
FOLR3	2352	2	NA
FOPNL		-52	NA
FOS	2353	229	NA
FOSB	2354	88	NA
FOSL1	8061	1	NA
FOSL2	2355	274	NA
FOXA1	3169	-116	NA
FOXA2	3170	-20	NA
FOXA3	3171	-25	NA
FOXB1	27023	45	NA
FOXB2	442425	6	NA
FOXC1	2296	-54	NA
FOXC2	2303	28	NA
FOXD1	2297	207	NA
FOXD2	2306	-15	NA
FOXD3	27022	-50	NA
FOXD4	2298	-1	NA
FOXD4L1	200350	13	NA
FOXD4L3	286380	-20	NA
FOXD4L4	349334	10	NA
FOXD4L5	653427	-2	NA
FOXD4L6	653404	14	NA
FOXE1	2304	-8	NA
FOXE3	2301	-11	NA
FOXF1	2294	-44	NA
FOXF2	2295	10	NA
FOXG1	2290	-22	NA
FOXH1	8928	143	NA
FOXI1	2299	-8	NA
FOXI2	399823	-13	NA
FOXI3	344167	34	NA
FOXJ1	2302	-8	NA
FOXJ2	55810	43	NA
FOXJ3	22887	36	NA
FOXK1	221937	40	NA
FOXK2	3607	-35	NA
FOXL1	2300	70	NA
FOXL2	668	-78	NA
FOXL2NB	401089	32	NA
FOXM1	2305	-91	NA
FOXN1	8456	-29	NA
FOXN2	3344	6	NA
FOXN3	1112	106	NA
FOXN4	121643	-15	NA
FOXO1	2308	-15	NA
FOXO3	2309	133	NA
FOXO4	4303	98	NA
FOXO6	100132074	98	NA
FOXP1	27086	49	NA
FOXP2	93986	-8	NA
FOXP3	50943	-70	NA
FOXP4	116113	-6	NA
FOXQ1	94234	4	NA
FOXR1	283150	28	NA
FOXR2	139628	1	NA
FOXRED1	55572	-141	NA
FOXRED2	80020	-177	NA
FOXS1	2307	21	NA
FPGS	2356	-107	NA
FPGT	8790	-40	NA
FPGT-TNNI3K	100526835	28	NA
FPR1	2357	39	NA
FPR2	2358	69	NA
FPR3	2359	88	NA
FRA10AC1	118924	-11	NA
FRAS1	80144	72	NA
FRAT1	10023	-50	NA
FRAT2	23401	-63	NA
FREM1	158326	-29	NA
FREM2	341640	-54	NA
FREM3	166752	5	NA
FRG1	2483	-14	NA
FRG2	448831	10	NA
FRG2B	441581	10	NA
FRG2C	100288801	24	NA
FRK	2444	47	NA
FRMD1	79981	18	NA
FRMD3	257019	82	NA
FRMD4A	55691	6	NA
FRMD4B	23150	17	NA
FRMD5	84978	-33	NA
FRMD6	122786	11	NA
FRMD7	90167	-44	NA
FRMD8	83786	-47	NA
FRMPD1	22844	49	NA
FRMPD2	143162	-13	NA
FRMPD3	84443	10	NA
FRMPD4	9758	17	NA
FRRS1	391059	55	NA
FRRS1L	23732	44	NA
FRS2	10818	-13	NA
FRS3	10817	52	NA
FRY	10129	1	NA
FRYL	285527	26	NA
FRZB	2487	65	NA
FSBP	100861412	-18	NA
FSCB	84075	-12	NA
FSCN1	6624	103	NA
FSCN2	25794	150	NA
FSCN3	29999	-1	NA
FSD1	79187	-4	NA
FSD1L	83856	44	NA
FSD2	123722	8	NA
FSHB	2488	2	NA
FSHR	2492	-17	NA
FSIP1	161835	-77	NA
FSIP2	401024	26	NA
FST	10468	-67	NA
FSTL1	11167	31	NA
FSTL3	10272	149	NA
FSTL4	23105	15	NA
FSTL5	56884	-65	NA
FTCD	10841	34	NA
FTCDNL1	348751	-104	NA
FTH1	2495	71	NA
FTHL17	53940	-9	NA
FTL	2512	79	NA
FTMT	94033	-7	NA
FTO	79068	-42	NA
FTSJ1	24140	-52	NA
FTSJ3	117246	-144	NA
FUBP1	8880	-86	NA
FUBP3	8939	-53	NA
FUCA1	2517	-23	NA
FUCA2	2519	-63	NA
FUK		-69	NA
FUNDC1	139341	-69	NA
FUNDC2	65991	27	NA
FUOM	282969	-104	NA
FURIN	5045	-51	NA
FUS	2521	-145	NA
FUT1	2523	-13	NA
FUT10		-92	NA
FUT11		328	NA
FUT2	2524	7	NA
FUT3	2525	138	NA
FUT4	2526	-47	NA
FUT5	2527	38	NA
FUT6	2528	35	NA
FUT7	2529	31	NA
FUT8	2530	-68	NA
FUT9	10690	-35	NA
FUZ	80199	-5	NA
FXN	2395	-155	NA
FXR1	8087	32	NA
FXR2	9513	-13	NA
FXYD1	5348	53	NA
FXYD2	486	53	NA
FXYD3	5349	51	NA
FXYD4	53828	1	NA
FXYD5	53827	15	NA
FXYD6	53826	60	NA
FXYD6-FXYD2	100533181	3	NA
FXYD7	53822	34	NA
FYB1	2533	-63	NA
FYB2	199920	-23	NA
FYCO1	79443	-35	NA
FYN	2534	75	NA
FYTTD1	84248	-53	NA
FZD1	8321	1	NA
FZD10	11211	51	NA
FZD2	2535	5	NA
FZD3	7976	-3	NA
FZD4	8322	-4	NA
FZD5	7855	-10	NA
FZD6	8323	-65	NA
FZD7	8324	115	NA
FZD8	8325	-13	NA
FZD9	8326	-43	NA
FZR1	51343	20	NA
G0S2	50486	44	NA
G2E3	55632	-33	NA
G3BP1	10146	-111	NA
G3BP2	9908	-5	NA
G6PC		15	NA
G6PC2	57818	3	NA
G6PC3	92579	-67	NA
G6PD	2539	-110	NA
GAA	2548	43	NA
GAB1	2549	102	NA
GAB2	9846	43	NA
GAB3	139716	53	NA
GAB4	128954	-8	NA
GABARAP	11337	32	NA
GABARAPL1	23710	112	NA
GABARAPL2	11345	34	NA
GABBR1	2550	55	NA
GABBR2	9568	-14	NA
GABPA	2551	2	NA
GABPB1	2553	-69	NA
GABPB2	126626	-34	NA
GABRA1	2554	-24	NA
GABRA2	2555	76	NA
GABRA3	2556	-40	NA
GABRA4	2557	-5	NA
GABRA5	2558	-16	NA
GABRA6	2559	-7	NA
GABRB1	2560	-5	NA
GABRB2	2561	-28	NA
GABRB3	2562	-15	NA
GABRD	2563	-11	NA
GABRE	2564	88	NA
GABRG1	2565	-2	NA
GABRG2	2566	-2	NA
GABRG3	2567	22	NA
GABRP	2568	32	NA
GABRQ	55879	-10	NA
GABRR1	2569	-8	NA
GABRR2	2570	71	NA
GABRR3	200959	3	NA
GAD1	2571	126	NA
GAD2	2572	-12	NA
GADD45A	1647	74	NA
GADD45B	4616	171	NA
GADD45G	10912	34	NA
GADD45GIP1	90480	-46	NA
GADL1	339896	14	NA
GAGE1	2543	-1	NA
GAGE10	102724473	11	NA
GAGE12B	729428	11	NA
GAGE12C	729422	0	NA
GAGE12E	729431	-14	NA
GAGE12F	100008586	-1	NA
GAGE12H	729442	9	NA
GAGE12J	729396	-16	NA
GAGE13	645051	-6	NA
GAGE2A	729447	-12	NA
GAGE2E	26749	-8	NA
GAK	2580	-33	NA
GAL	51083	-76	NA
GAL3ST1	9514	179	NA
GAL3ST2	64090	56	NA
GAL3ST3	89792	24	NA
GAL3ST4	79690	91	NA
GALC	2581	-35	NA
GALE	2582	-25	NA
GALK1	2584	18	NA
GALK2	2585	-7	NA
GALM	130589	-52	NA
GALNS	2588	73	NA
GALNT1	2589	-41	NA
GALNT10	55568	-85	NA
GALNT11	63917	-21	NA
GALNT12	79695	-28	NA
GALNT13	114805	22	NA
GALNT14	79623	-49	NA
GALNT15	117248	61	NA
GALNT16	57452	-34	NA
GALNT17	64409	29	NA
GALNT18	374378	208	NA
GALNT2	2590	40	NA
GALNT3	2591	62	NA
GALNT4	8693	27	NA
GALNT5	11227	15	NA
GALNT6	11226	-96	NA
GALNT7	51809	-94	NA
GALNT8	26290	-2	NA
GALNT9	50614	29	NA
GALNTL5	168391	-9	NA
GALNTL6	442117	-81	NA
GALP	85569	-6	NA
GALR1	2587	21	NA
GALR2	8811	-100	NA
GALR3	8484	57	NA
GALT	2592	-86	NA
GAMT	2593	-20	NA
GAN	8139	29	NA
GANAB	23193	21	NA
GANC	2595	-15	NA
GAP43	2596	13	NA
GAPDH	2597	266	NA
GAPDHS	26330	-69	NA
GAPT	202309	-18	NA
GAPVD1	26130	-49	NA
GAR1	54433	-154	NA
GAREM1	64762	5	NA
GAREM2	150946	-6	NA
GARNL3	84253	18	NA
GARS		-13	NA
GART	2618	-125	NA
GAS1	2619	-57	NA
GAS2	2620	-10	NA
GAS2L1	10634	-70	NA
GAS2L2	246176	54	NA
GAS2L3	283431	1	NA
GAS6	2621	8	NA
GAS7	8522	40	NA
GAS8		-49	NA
GASK1A	729085	9	NA
GASK1B	51313	-132	NA
GAST	2520	32	NA
GATA1	2623	30	NA
GATA2	2624	-101	NA
GATA3	2625	-47	NA
GATA4	2626	-55	NA
GATA5	140628	-8	NA
GATA6	2627	21	NA
GATAD1	57798	-12	NA
GATAD2A	54815	-76	NA
GATAD2B	57459	11	NA
GATB	5188	-42	NA
GATC	283459	-81	NA
GATD1	347862	-38	NA
GATD3A		-52	NA
GATD3B		-50	NA
GATM	2628	-32	NA
GBA		-89	NA
GBA2	57704	-54	NA
GBA3	57733	0	NA
GBE1	2632	311	NA
GBF1	8729	-3	NA
GBGT1	26301	1	NA
GBP1	2633	-122	NA
GBP2	2634	44	NA
GBP3	2635	-16	NA
GBP4	115361	-95	NA
GBP5	115362	-8	NA
GBP6	163351	-2	NA
GBP7	388646	-6	NA
GBX1	2636	42	NA
GBX2	2637	-89	NA
GC	2638	-4	NA
GCA	25801	-49	NA
GCAT	23464	-58	NA
GCC1	79571	-37	NA
GCC2	9648	59	NA
GCDH	2639	-135	NA
GCFC2	6936	-119	NA
GCG	2641	-3	NA
GCGR	2642	39	NA
GCH1	2643	-111	NA
GCHFR	2644	62	NA
GCK	2645	-7	NA
GCKR	2646	19	NA
GCLC	2729	8	NA
GCLM	2730	-111	NA
GCM1	8521	34	NA
GCM2	9247	-22	NA
GCN1	10985	-60	NA
GCNA	93953	73	NA
GCNT1	2650	-33	NA
GCNT2	2651	-83	NA
GCNT3	9245	37	NA
GCNT4	51301	-10	NA
GCNT7	140687	-5	NA
GCOM1	145781	14	NA
GCSAM	257144	1	NA
GCSAML	148823	74	NA
GCSAML-AS1	148824	8	NA
GCSH	2653	-151	NA
GDA	9615	-9	NA
GDAP1	54332	-137	NA
GDAP1L1	78997	12	NA
GDAP2	54834	-13	NA
GDE1	51573	-8	NA
GDF1	2657	6	NA
GDF10	2662	-22	NA
GDF11	10220	-58	NA
GDF15	9518	115	NA
GDF2	2658	-13	NA
GDF3	9573	5	NA
GDF5	8200	25	NA
GDF5OS		9	NA
GDF6	392255	-4	NA
GDF7	151449	11	NA
GDF9	2661	44	NA
GDI1	2664	75	NA
GDI2	2665	-33	NA
GDNF	2668	39	NA
GDPD1	284161	-25	NA
GDPD2	54857	-29	NA
GDPD3	79153	54	NA
GDPD4	220032	8	NA
GDPD5	81544	100	NA
GDPGP1	390637	-48	NA
GEM	2669	133	NA
GEMIN2	8487	-105	NA
GEMIN4	50628	-129	NA
GEMIN5	25929	-165	NA
GEMIN6	79833	-148	NA
GEMIN7	79760	-34	NA
GEMIN8	54960	35	NA
GEN1	348654	-82	NA
GET4	51608	-35	NA
GFAP	2670	40	NA
GFER	2671	-78	NA
GFI1	2672	-49	NA
GFI1B	8328	5	NA
GFM1	85476	-184	NA
GFM2	84340	-66	NA
GFOD1	54438	-73	NA
GFOD2	81577	-14	NA
GFPT1	2673	44	NA
GFPT2	9945	81	NA
GFRA1	2674	-19	NA
GFRA2	2675	97	NA
GFRA3	2676	18	NA
GFRA4	64096	3	NA
GFRAL	389400	15	NA
GFY	100507003	-12	NA
GGA1	26088	-25	NA
GGA2	23062	61	NA
GGA3	23163	-23	NA
GGACT	87769	-36	NA
GGCT	79017	-157	NA
GGCX	2677	-73	NA
GGH	8836	-38	NA
GGN	199720	75	NA
GGNBP2	79893	13	NA
GGPS1	9453	-22	NA
GGT1	2678	-67	NA
GGT2		-31	NA
GGT5	2687	-12	NA
GGT6	124975	14	NA
GGT7	2686	47	NA
GGTLC1	92086	-11	NA
GGTLC2	91227	-12	NA
GGTLC3	728226	-27	NA
GH1	2688	14	NA
GH2	2689	8	NA
GHDC	84514	-41	NA
GHITM	27069	-29	NA
GHR	2690	13	NA
GHRH	2691	-23	NA
GHRHR	2692	-14	NA
GHRL	51738	-41	NA
GHSR	2693	-6	NA
GID4	79018	48	NA
GID8	54994	5	NA
GIGYF1	64599	15	NA
GIGYF2	26058	-21	NA
GIMAP1	170575	-5	NA
GIMAP1-GIMAP5	100527949	4	NA
GIMAP2	26157	-88	NA
GIMAP4	55303	-39	NA
GIMAP5	55340	51	NA
GIMAP6	474344	-24	NA
GIMAP7	168537	-14	NA
GIMAP8	155038	-15	NA
GIMD1	100507096	-21	NA
GIN1	54826	-62	NA
GINM1	116254	-7	NA
GINS1	9837	-171	NA
GINS2	51659	-137	NA
GINS3	64785	-193	NA
GINS4	84296	-143	NA
GIP	2695	3	NA
GIPC1	10755	-77	NA
GIPC2	54810	-13	NA
GIPC3	126326	43	NA
GIPR	2696	125	NA
GIT1	28964	-12	NA
GIT2	9815	-11	NA
GJA1	2697	57	NA
GJA10	84694	-18	NA
GJA3	2700	69	NA
GJA4	2701	-1	NA
