gene	transcript_id	xref_id	AP-1	AP-2	AP-3	AP-4	AP-7	AP-8	AP-9	AP-10	AP-11	AP-12	AP-13	AP-14	AP-15	AP-16	AP-17	AP-18	AP-20	AP-21	AP-22	AP-23	CC-1	CC-2	SDL-1	SDL-2	SDL-3	SDL-4	SDL-5	DV-FL-1	DV-FL-2	DV-FL-3	DV-FL-4	DV-FL-5	DV-FL-6	DV-EB-1	DV-EB-2	DV-EB-3	DV-EB-4	DV-EB-5	DV-EB-6	DV-EB-7	DV-EB-8	DV-EB-9	DV-EB-10	DV-LF-0	DV-LF-1	DV-LF-2	DV-LF-3	DV-LF-4	DV-LF-5	DV-LF-6	DV-LF-7	DV-LF-8	DV-LF-9	DV-LF-10	DV-LF-11	DV-LF-12
AT1G71080			50.1527	69.2941	18.939	61.2454	29.2006	31.7842	0.79289	116.682	102.9	70.9533	46.2355	56.4877	75.2436	64.6119	73.1649	39.1695	80.6692	80.4383	114.816	143.378	80.0654	72.8011	34.6454	79.4529	61.3381	74.5036	56.6845	68.6417	67.7651	73.5693	66.1694	57.9919	64.9442	44.9376	39.3807	37.2218	30.5882	32.2174	2.44491	2.27734	4.33493	2.11997	2.86848	45.117	63.5191	61.6722	50.6748	51.7364	47.8599	40.7693	37.2859	33.4827	28.9422	33.412	32.2903	40.4638
AT1G71090			7.39386	12.1642	2.80196	11.3756	4.87589	4.2789	0	26.5647	26.6549	31.0658	22.6585	22.4266	20.7279	18.0845	20.4265	12.2072	7.65683	16.8076	11.0205	13.3548	5.85959	11.2289	10.1356	15.7148	28.652	18.7581	12.0901	19.3607	26.6125	14.2533	15.1375	11.1444	15.3349	12.0393	13.6902	14.047	16.8851	18.7305	3.72009	5.15348	13.5697	9.1133	10.6315	30.924	34.4218	36.0995	31.4683	32.5644	27.0615	25.785	21.2903	24.9476	25.8839	21.0279	21.4316	18.9921
AT1G71100			96.3218	118.577	28.6264	24.3268	1.26858	8.72526	0.364454	10.1346	11.3407	15.8763	21.9991	16.9965	19.6251	225.68	16.8328	12.9352	45.4704	16.4433	78.7337	31.4603	18.9253	17.0956	20.6773	21.2151	13.5136	14.921	13.4361	26.339	23.9367	21.138	15.5868	15.5771	32.5888	18.488	16.0948	14.6088	13.4685	16.5209	13.7536	16.3684	15.776	5.41552	7.10133	66.632	20.4205	28.6852	23.3137	17.3225	17.875	18.0803	22.4421	11.1008	22.6815	19.9893	16.215	11.5697
AT1G71110			27.4138	33.6741	6.95462	15.428	4.81757	3.32637	0.129564	12.4218	12.2715	3.48121	4.14021	6.0304	7.60711	15.4251	12.3962	11.6668	13.4798	4.9949	47.0904	28.6669	37.13	32.3745	2.91107	7.50905	11.0618	11.3925	3.79697	38.5054	52.794	19.724	25.1707	18.0831	16.9233	8.28459	7.72527	7.54121	6.53963	8.2064	1.75727	1.79721	1.86323	1.41624	2.28026	10.4755	5.0125	5.56047	5.46871	4.95228	3.02056	3.5378	2.14353	3.29509	5.21363	5.66321	5.87522	10.2779
AT1G71120			0.386399	0.25788	0.0298718	0	0.120257	0	0	0.042897	0.112665	0.150041	0.398742	0.210518	0.155203	0.428802	0.0727981	0.409244	0.925032	5.24792	0	0.0749227	0	0	0.246708	0.165263	0.13883	0.130699	0.183654	0.451655	1.50682	0.19473	0.169744	0.244775	0.268456	0	0.0391749	0.0354964	0.111473	0.0782791	8.03438	24.6236	65.9284	26.869	26.9403	0.121331	0.666338	0.214956	0.350505	0.0431316	0.0424696	0	0.035559	0.0804328	0.088649	0.0414569	0.0401095	0.248301
AT1G71130			26.2261	17.926	7.03953	22.0053	43.7926	43.2158	0.353874	23.4828	24.6046	36.1913	14.5544	17.7248	14.7577	81.7844	13.4594	19.7144	35.4869	33.926	113.351	39.3871	12.3838	20.1174	8.3079	12.719	5.78329	7.98878	9.04253	31.0734	28.0268	23.9103	17.7002	20.1233	18.3934	19.1771	16.6188	18.188	13.6785	19.1598	6.16297	6.67257	7.15125	4.10645	5.48537	29.9792	22.294	12.311	11.9809	11.4014	12.5406	10.6841	11.835	9.80276	8.11189	7.57297	7.32091	8.95679
AT1G71140			108.936	37.2813	2.08984	0.514719	24.9008	47.9704	0	1.68783	1.42153	21.6137	4.56892	2.95241	1.01945	24.2541	3.99911	0.767225	1.5946	20.4032	14.3641	7.60252	37.7556	49.5277	4.23295	0.98826	0.493699	1.47543	1.28289	3.70969	8.58815	2.91903	4.68443	11.5084	24.4226	0.0450642	0.0776549	0.114745	0.523167	4.41761	0	0.0856273	0.0443651	0.0564609	0.0446933	21.7825	24.5208	21.6531	22.0015	20.8941	15.7372	10.7453	6.9499	5.35672	5.90415	4.63124	2.26475	0.284981
AT1G71150			16.181954	1.24298	1.76022	2.36858	0.118785	0.2448242	0.73221	0.0627908	0	0.216605	0	0.0512624	0	0.241904	0	0	0.7619088	0.106994	5.88803	0.383293	31.4298	23.36039	0.105766	0	0	0.134278	0.0466057	1.04834	6.57753	9.54433	4.18443	3.87176	3.927152	1.922448	1.762786	1.44934	1.51876	3.0694	1.13681	0.4713934	0.299193	0.192293	0.1883496	0.117273	0.49087	0.211564	0.331809	0.123007	0.104843	0.0889947	0.05245	0.0574066	0.0631257	0	0.048673	0
AT1G71160			0.0547932	0.0267706	0	0.0274497	0.0191827	0.0650232	0.0315904	0	0	0	0	0	0	0	0	0	0	0.0293712	0	0.121817	0	0	0	0	0	0	0	10.5972	34.2671	63.277	9.99808	0	0	0	0	0	0.0888973	0.0306344	0.276984	0.883229	1.1364	0.422763	0.271999	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G71170			22.7954	18.4964	5.73117	13.3004	8.92835	16.2217	0.109678	14.4655	11.9846	18.1257	9.87566	12.6929	11.713	29.1895	18.2309	8.77468	26.935	24.5004	23.7105	15.6459	11.6217	15.741	7.27443	16.6681	16.4206	16.3717	7.91457	18.2393	29.0579	38.9041	15.289	10.2715	13.9954	13.7152	13.929	15.6773	14.6196	19.5238	10.2502	11.2595	14.3114	8.8929	9.66844	24.1018	13.0571	11.805	9.71137	10.5393	10.3134	9.04746	9.91079	7.18811	8.13883	6.97417	6.18144	8.02773
AT1G71180			2.55308	1.80092	0.795956	12.9277	1.36624	2.57135	0.0606849	11.4122	11.2732	18.5754	6.88391	9.43211	10.2833	5.00415	11.8199	8.73641	6.62105	8.8348	15.1382	14.3523	3.16149	4.44965	8.74714	14.8552	5.39549	10.9237	9.19647	14.9922	12.6651	12.096	8.47737	5.93696	7.3826	15.6704	14.3833	14.0091	13.9378	16.2108	3.1005	3.44669	3.14189	1.65422	1.45143	3.7574	12.0365	8.53065	8.53797	9.72227	8.41426	7.19452	7.89963	8.73889	6.56699	5.79841	6.30577	9.30905
AT1G71190			33.98049	39.2997	11.6717	28.3999000010845	13.2411	14.3215	1.78715	34.3045	33.0786	47.489	22.6335	22.9629	27.4291	53.0459	41.7232	22.58	39.85572	63.428481	25.5427	31.3952	14.5512	38.7463	9.6308	23.9086	55.0403	38.0537	13.6629	36.364703	35.6058	35.4655	35.1951	27.2788	27.1545	21.596000440256	22.3837000034125	25.6615394664	31.2417	31.0401	7.30256	8.82958	11.0065	5.41138	6.288634	62.8869	48.048	53.3057	38.7949	42.7861	34.8817	31.9216	26.6234	19.1561	30.5945	24.9707	25.6773	18.9746
AT1G71200			0	0	0	0	2.231028	1.083412	0	0.0390042	0	0.2236088	0.0320339	0	0	0	16.706234	0	0.0835029	0	14.899584	7.024331	10.472652	9.314086	1.171276	1.200844	14.027158	11.566897	1.9180645	0.5714118	0.2370378	0.410798	0.579048	0.0581024	0.0426981	0	0.034697	0	0	0	0	0	0	0	0	0.0716281	0.0211464	0	0.111728	0.0404234	0.0808496	0.1631382	0.157614	0.0692602	0.0385263	0.335857	0.2190216	0.0412982
AT1G71210			2.23952	3.95411	0.83224	12.6415	2.69856	4.40318	0.0577265	7.41803	7.57708	5.59543	3.05321	4.21818	5.06216	5.56957	8.69115	4.64359	5.20811	4.17419	18.9811	10.453	10.9191	7.08462	3.7962	8.95863	7.43049	12.6867	4.90302	10.4987	9.44723	9.87955	7.09336	6.97987	6.33606	11.2536	10.0702	7.63921	6.33728	4.19294	0.100642	0.200205	0.25839	0.0334449	0.191148	7.54548	8.89662	9.06518	7.18628	6.59047	4.01531	5.14507	4.54089	6.99113	5.8081	6.54432	7.05846	8.32209
AT1G71220			6.94726	15.39558	2.11207300008966	55.377426	1.483227	1.594426	0.0500164	31.032213	29.035247	16.897640004808	14.374705	22.2319	28.3734	16.884297	47.261163	20.6527	12.138790000528	19.92492	30.379577	53.7677	47.42316	41.582779	10.239182	26.6968	42.7556	58.9479	21.124503	37.762600000782	39.322957	45.80277	49.86814	38.437325	42.46813	45.4469	45.233736	33.430724	42.337927	33.9670000001616	2.22239135637	2.46392	3.6266100134248	1.35376899	1.619131	44.588535	34.84821	36.2748	32.9568	34.1001	28.024119	25.1508	23.257073	22.9614	39.980184	35.39322	36.718400000183	36.330672
AT1G71230			3.366587	3.054347	1.008982	11.6321	3.68083	2.55354	0	8.288517	6.90957	6.23245	3.39289	4.91324	7.11807	3.88413	13.684714	9.30089	3.09192	7.26165	18.27064	14.41399	39.8595	14.27678	2.239329	11.31811	11.66598	17.01584	5.150678	9.65315	10.46375	9.39451	6.18199	6.28175	6.4163	11.62406	10.92289	10.90127	12.956511	16.27481	5.3982133	5.345585123	3.7079	1.03742	1.14405	5.68995	5.50287	4.972494	6.27391	6.362915	3.96569	5.02534	4.769911	5.592811	5.765276	5.02045	5.20023	5.34523
AT1G71235			0.244965	0	0	0	0	0	0	0.15207	0	0	0	0	0	0	0	0	0	0.26318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G71240			25.0249131	27.646611	7.12154	14.648196	3.57082	5.691213	0.0162734	14.79127	15.49574	27.90988	13.1946	16.532081	10.54869	35.823985	8.36407	14.31818	10.36406	23.869392	13.65518	9.595817	7.384263	16.27408	6.85107	10.255805	9.44331000573028	8.227331	9.5866812931	19.245761	19.74751	15.816434	14.313619	15.52426	20.97574816795	12.38488	12.878219	10.91433	10.02889	8.04793	0.361184	0.519467	0.934149	0.367768	0.462950821	19.928019	20.119362	18.286217	19.547208	18.33152	17.140651	15.692736	11.70943	12.73271	13.65463	11.37997	11.60561	12.87459
AT1G71250			0	0.133747	0.0778451	0.0821691	3.58377	3.40953	0	0	0	0.024602	0	0.0288939	0	0.0644806	0	0	0.684584	6.16746	0	0.410162	0.0311025	0.0342192	0	0	0	0	0.0303671	0.343675	0.136846	0.0951673	0.0345236	0.0335434	0	0.0283157	0	0	0	37.5708	62.8898	83.0056	89.7023	42.2841	25.928	0	0.0336476	0	0	0	0	0	0	0	0.0707487	0.0332174	0.0324629	0.0333277
AT1G71260			7.04002	8.65589	2.08302	93.6201	27.8787	31.7201	0.0502568	46.6903	40.8782	29.1443	14.2193	16.9413	28.1157	20.0503	47.2966	27.7181	14.1494	17.3381	127.334	56.4417	140.163	72.1437	21.6524	43.4433	21.3752	47.2616	36.832	78.173	58.9261	68.7751	43.9519	48.1339	51.1569	96.254	82.5561	66.7081	41.1858	42.6476	29.7022	26.8027	21.0248	10.3349	6.65844	12.7378	35.6737	31.335	36.912	36.2928	21.9197	23.3225	24.1093	28.3946	33.3595	41.9089	49.1633	71.9631
AT1G71270			12.9978	18.6875	5.06058	39.335	3.55746	2.82601	1.20779	31.8285	27.5304	16.6555	15.1438	19.3889	21.4341	22.4598	34.6339	34.4651	9.36127	14.6184	41.8822	32.1195	36.8279	33.3752	9.64286	28.3587	36.3507	41.5627	19.052	35.4022	33.8855	37.1448	38.938	28.7027	30.2262	45.7435	47.636	38.8339	40.2475	28.0232	2.51237	2.18586	3.79898	1.49518	2.35514	27.8127	25.6885	29.623	29.6529	30.2787	25.4453	25.7121	26.3562	32.2349	36.6464	34.7786	36.5971	32.6828
AT1G71280			1.248044	0.236374	0.42479	0.647967	6.29462	4.48196	0	0.67922	1.054683	0.0793721	0	0.102968	0.0867142	0	0.647127	0.465774	0.869945	0.902767	29.1604	0.844866	17.1714	19.64653	0.0688133	0.461832	0.736541	0.87427	0.20599	1.093794	4.24381	4.2849	1.303041	0.539407	0.238708	0.313039	0.599072	0.514459	0.2392083	0.276182	0	0	0	0	0	0.0845111	0.463048	0.104393	0.2330497	0.274827	0.0965731	0.111122	0.0786524	0.1441354	0.12433	0.181648	0.2306662	0.235449
AT1G71290			0	0	0	0	0.0735015	0.0851684	0	0.136902	0.122278	0	0	0	0.121626	0	0.23089	0	0	0	0	0	0.40788	0	0	0	0	0	0	0.431468	2.04693	0.531339	0.28312	0	0	0.110569	0.131196	0.335615	0.474512	0.605242	0	0	0	0	0	0	0.136068	0	0	0	0	0.100286	0	0.252386	0	0	0	0
AT1G71300			0	0	0	0.0870842	0	0	0	0	0	0	0	0.0225878	0	0	0.0238425	0.0729746	0	0	0	0	0	0	0	0	0.167916	0.0878676	0.121657	1.87853	8.37603	5.10025	0.9864296	0.0823918	0.0603475	0.0902484	0.157643	0.0229627	0.0242465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0251423	0	0.079233	0.102846	0.208725
AT1G71310			14.747666	17.912597	6.1095464	43.140554	15.688153	18.736651	0.564384	18.462465	16.842606	20.40656	9.953759	12.056472	14.454242	17.863916	17.053476	16.568667	14.479635	17.481308	53.68213	25.36544	37.772813	36.3364	10.878095	18.404255	10.286054	18.575567	11.30695	42.415128	36.346765	36.892494	27.37913	28.549108	29.470573	41.105784	37.948425	27.888464	19.240636	18.56071	11.3569	11.768495	14.149143	4.78002	5.3253458	11.908478	14.460618	15.557097	14.836246	16.059802	14.292782	16.591332	14.28926	16.91655	16.17759	16.694645	18.772412	22.431528
AT1G71320			0	0	0	0.131952	0.0311386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0525157	0	0	0	0	0	0	0.0561724	0	0	0	0	0.0616708	0	0.212068	1.04076	2.11212	4.57481	0.843658	0.267801	0	0	0	0.162926	0	0.0574371	0	0	0	0	0	0	0	0	0	0
AT1G71330			9.35681	6.72275	2.68994	17.0874	5.02173	3.5661	0.607158	12.1915	11.4252	5.03502	2.85101	4.52832	7.39202	4.84371	6.41079	15.5896	15.4493	9.31794	9.80233	14.6206	10.92	14.5025	1.25337	7.64466	2.88574	5.26301	2.78891	26.8748	17.3798	13.9641	7.49299	11.5548	10.1544	16.5997	16.693	11.3537	2.53808	1.01416	0.229183	0.0852897	0	0.208021	0.155589	7.94676	4.34799	2.60289	3.68423	3.601	4.16328	2.55587	3.26065	2.73377	3.64891	2.2888	2.95852	4.30858
AT1G71340			19.4816	13.4232	8.75277	41.3648	14.2704	16.2097	1.85927	35.3989	38.5609	28.6052	9.34254	13.5089	17.2952	14.645	15.3743	29.5137	18.5411	16.1446	16.3123	20.3886	9.55733	15.4511	8.91089	13.7235	10.7591	12.3648	10.6014	98.0263	53.8309	46.4647	33.4598	32.4782	28.9657	32.1404	33.5001	21.9787	8.63275	5.75625	0.956911	1.11682	1.19916	0.937159	2.08772	12.1512	29.2097	16.6978	16.6417	17.8502	14.4825	14.7346	12.6852	15.0475	11.2876	15.8766	17.5715	20.6883
AT1G71350			10.2973	11.8097	10.6754	23.7279	38.9501	41.7368	4.07831	19.7008	18.079	16.3693	8.60905	11.8208	15.9753	14.8601	20.4635	13.5734	11.0668	14.6648	41.3698	32.864	29.0104	27.2404	10.8294	20.7775	15.946	24.0618	16.0685	23.5971	23.9138	28.3266	23.7484	20.3543	22.2916	20.7772	20.816	16.2327	16.6931	14.7604	2.20574	1.81603	2.53914	0.882658	1.20388	15.3034	19.1384	17.9997	15.0548	15.7126	12.094	12.2662	10.0365	10.4161	11.4281	13.348	15.2536	13.146
AT1G71360			13.86064	22.17863	5.73325	18.82115	4.830206	17.89732	0.052916	16.56372	16.53541	11.25846	14.28451	14.40592	17.47908	19.85252	11.80483	28.90757	17.25116	14.85133	37.12941	20.98801	9.99967	15.43916	9.96465	29.8158	15.66636	12.37318	14.52126	16.53548	17.27724	18.83121	14.47666	13.06047	13.14082	14.42083	15.551	14.5926	24.3818	15.07352	0.384525	0.374142	0.695175	0.112373	0.2045374	12.61303	13.32966	11.08663	12.14741	11.30277	9.76799	10.22219	8.3555	12.97258	10.39031	9.52721	9.29993	9.08239
AT1G71370			0.595651	0.187168	0.543216	0.534915	1.75117	2.22898	0.174716	0.034464	0.0502007	0.038516	0	0.0577326	0.0214039	0.0662411	0	0.0962953	0.0354339	0	4.16477	0.0488637	10.5214	1.53353	0.0239054	0.0253558	0.0591535	0.0252345	0	0.700555	3.14222	6.76153	3.22683	0.521707	0.327326	0.249109	0.203041	0.354687	0.745595	1.82921	0	0	0	0.0252179	0	0.0281948	0.0243457	0.0664754	0.0217943	0.025585	0	0	0	0.0218569	0.0287395	0.132713	0.0240623	0.073505
AT1G71380			1.64624	2.67814	5.22185	4.86426	0	0	5.73852	7.51073	8.38038	0.0630273	0.0174931	0.0370433	0.162182	0.041099	2.22386	4.10209	0.228061	0.207804	72.9244	5.46918	2.68548	1.06737	0	1.53706	1.81259	2.27029	0	0.301583	0.522004	0.203424	0.265493	1.61353	5.83602	2.03173	1.30192	1.72056	0.656945	1.39075	3.27264	1.22008	0.353967	0.334851	0.126869	0.0420024	0	0	0.0611091	0.133798	0.0653126	0.0304714	0	0	0	0	0	0
AT1G71390			0	0.658592	0	0.0870818	0	0	0	0	0	0.093742	0.298264	0.273188	0.0171794	0.0878316	0.0320694	0	0	0	0	0	0	0	0	0.0182855	0	0	0	0.637205	0.743781	0.840997	0.208604	0	0.15541	0	0	0	0	0.0172134	0	0	0	0	0	14.7861	0.911998	0.914905	0.13885	0.264191	0.162229	0.247481	0.387703	0.671967	2.59835	1.554480338236	1.7790200265313	0.541131
AT1G71400			1.57812	1.62124	0.0636358	0.273343	0	0.126805	0	0.767721	0.50018	0.497758	1.1353	0.559651	2.33151	1.39706	22.7298	0.075225	0.287175	0.0729584	9.38	26.9912	3.27195	15.3406	2.54983	10.7849	23.7406	17.9542	2.02401	1.36252	0.456528	0.300375	0.119885	0.231241	0.218299	0.0139128	0.0782886	0.0424273	0.0147249	0.0154155	0	0	0.0559213	0.0192522	0.064146	33.791	12.7832	13.0922	6.38585	6.25308	2.73828	2.17943	1.38407	0.727294	2.43235	1.43707	1.01526	0.244109
AT1G71410			30.99471	27.61922	59.8257	26.0388	6.03462	8.07258	70.36322	34.1836	37.1478	13.78717	15.71183	20.28522	28.6764	16.81684	35.7821	38.5932	14.29923	18.01709	25.24757	44.35155	16.46144	22.10341	15.82371	33.26735	36.48125	37.4135	34.1811	30.4037	28.2197	28.11175	38.5713	39.2551	30.1626	19.7695	21.9488	19.51494	23.67443	15.17687	1.51397	1.27219115	1.926692	1.23495000188703	1.888859	20.31849	25.3502	23.3639	26.2326	26.75593	24.68451	23.0406	20.59947	22.39639	27.5004	24.0026	24.02163	18.60788
AT1G71420			0.298063	0.448143	0.174125	1.16063	0.270274	0.50739	0.0211188	0.607672	0.908384	0.797896	0.345882	0.295137	0.485383	0.571605	0.626167	0.483986	0.623636	0.760376	3.32336	1.28677	1.9416	0.926347	0.311177	0.877204	0.356446	0.98399	0.819023	1.60461	2.31157	2.41511	1.60956	1.11363	0.892977	1.0532	0.700166	0.628272	0.678795	0.482853	0.181073	0.067703	0.0355752	0.14162	0.0691809	0.590699	0.984259	0.834329	0.739646	0.747709	0.495885	0.488063	0.519966	0.632666	0.855989	0.933805	0.97212	1.43858
AT1G71430			10.2449	9.23855	1.76857	38.0229	37.6317	56.151	0.158725	22.3415	18.8159	12.3655	10.3639	9.38991	11.2906	9.953	27.6293	11.5903	10.76	14.1469	56.3168	28.4904	43.0747	15.8315	5.92496	19.1225	14.3859	28.4144	13.2399	30.5722	38.8709	32.8449	20.6732	17.347	21.8163	41.4203	35.1343	31.9603	23.0663	25.7279	12.5219	18.5733	14.1135	8.45929	9.49283	14.5382	10.699	14.295	9.49286	10.4404	9.44898	11.4758	14.2381	12.3816	13.6766	16.9594	15.9354	22.5202
AT1G71440			9.26367	11.1978	3.34892	28.9728	0.868511	1.04109	0.63145	13.7404	15.8951	11.5337	12.7122	14.4596	15.9053	11.1186	18.8076	17.2261	6.19205	12.5966	36.1252	22.0561	26.4313	18.5622	10.5179	17.6956	16.8572	24.3462	14.9256	25.5582	24.1229	28.4137	22.8673	20.0258	19.782	25.9008	23.1006	20.5171	17.5226	14.8508	3.8206	4.77105	6.06639	2.54596	3.28298	9.8487	14.2077	12.8947	15.4786	17.3537	15.9188	15.6507	15.896	16.0576	17.6721	17.6401	17.4622	19.7122
AT1G71450			0.315599	0.776114	0.260975	0.576749	0	0	0	0.200405	0.221557	0	0.0745653	0	0.40763	0.0469121	0.0426976	0.346431	13.9345	1.50546	0.30013	0.537684	0.800234	1.73246	0.0785697	2.97109	0	0	0.0866059	0.194742	0.394011	0.366967	0.100291	0.486012	0.0528324	0.120626	0.0910835	0.123162	0.258444	0	0.193724	0	0.386282	0.255353	0.167	0.142238	0.193363	0.0503514	0.0450422	0	0	0	0	0	0.255035	0	0	0
AT1G71460			1.31123	1.22639	0.280837	6.2333	3.53247	4.25866	0	5.54393	5.20481	5.65976	2.69792	3.77563	4.08738	2.49523	2.36388	4.89103	1.93841	4.2686	10.2973	2.60238	8.45675	6.44453	3.44472	3.83836	1.15029	2.26413	4.43433	9.40267	9.34559	6.60705	5.61004	4.47863	4.44016	6.17792	5.78845	3.91616	3.5539	3.23306	0.702394	1.30211	0.914219	0.140716	0.161742	2.62122	6.54589	5.48617	5.64995	6.68568	4.96874	4.16672	4.75094	4.47188	6.45272	6.98823	8.01925	11.185
AT1G71470			0	0.12577100363685	0	2.51769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1014.095	0	0.5020950721966	0	0	0	0	0	0	1.818025	0	0	0.346498	1.15734	1.832773	2.26031	0.944551	0.680978	1.45138	0.739614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G71480			31.110056	53.523094	11.4789	22.0316	1.12354	1.45905	0.554283	45.9233	51.135898	84.318081	48.3391	47.3661	40.108097	55.05603	2.74897	69.941747	38.79378	108.22601	8.51505	4.024028	0.070567	1.82991	53.781555	33.476038	1.547684	1.40131	36.931084	16.0611	19.8756	18.028516	18.3116	18.152813	25.832481	28.969359	30.649548	40.508247	33.202043	39.015601	1.91768	1.4454	3.90835	1.7118	3.47767	39.4477	93.693873	59.900766	61.4625	59.6242	44.8068	49.871326	32.18656	33.910294	24.1492	28.038982	24.802649	20.3738
AT1G71490			0.718239	0.883687	0.0584347	3.4947	0.586662	0.748497	0.0450999	2.3791	1.95604	0.842193	0.177912	0.499347	0.946065	1.95057	1.34427	0.944535	0.597577	0.823442	3.84868	1.78945	3.74797	2.17747	0.374826	1.22456	0.739327	1.72026	0.855905	3.35593	2.74942	3.23882	2.41067	2.05139	2.40186	1.62942	1.43359	0.922111	0.611606	0.484905	0	0	0	0	0.00685965	0.789368	0.678173	0.714418	0.862511	1.19141	0.600663	0.659716	0.435288	0.558464	0.981663	0.801434	1.26815	2.21966
AT1G71500			47.5624	82.5922	11.7454	86.451	2.99065	4.14787	0.693498	110.783	151.093	194.874	265.027	275.411	207.942	35.0424	10.8018	209.355	40.9041	147.175	2.20525	4.41288	15.4764	25.012	368.054	142.848	10.9166	8.9847	276.484	95.0823	99.7567	100.236	94.3377	56.9544	78.9173	117.902	130.933	139.27	135.995	102.249	14.626	16.8082	19.5514	6.41531	5.13112	52.9544	255.964	197.529	197.485	232.565	223.599	241.118	248.65	246.408	212.335	253.015	249.705	246.229
AT1G71520			12.0607	59.9528	3.06827	1.14945	0	0.157267	0	0	0	0.0729179	1.06152	0.172389	0.142748	123.222	1.57145	0	0.985418	1.19406	0.763718	0.226346	0.522607	4.57315	0.331914	0.149502	1.07672	1.57471	0	11.0003	5.70559	3.17926	1.97487	0.805177	3.47892	0	0	0	0.0455062	0.0487649	0.339273	0.585519	0.354344	0.322691	0.331844	9.3378	1.28871	2.83191	1.20616	0.589917	0.550422	0.316188	0.0852225	0	0.271661	0.101244	0.342331	0.153533
AT1G71530			2.099083	6.543797	0.5823657	0.3223705	9.20366	10.810878	0.0320982	0.0813705	0.0144082	0.142092304	1.31962	1.16156	0.1801817	33.960621	5.739662	0.15596	0.132597	0.39826	42.587114	8.385829	0.2177695	0.173742	0	0.0938815	20.630765	8.722835	0.0345999	2.072949	1.0556982	0.734338	0.813757	0.261918	0.5993455	0.0489208	0.1155576	0.0657407	0.0272938	0.0285404	0	0.0615628	0.0653108	0	0.06471790403	1.965126	0.138789	0.2038323	0.1209747	0.0627188	0.125776	0.0109475	0	0.0437843	0.0610975	0.0755758	0.117328	0.39060170970084
AT1G71680			0.126934	0.089324812448	1.15252	0	0	0	0.246077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0462582	13.4294	143.226449	16.754171	0.294249	0	0	0.01952880229195	0.0403843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G71690			0.0300868	0	0.081119	28.8027	0	0	0.0329326	0	0	0	0	0	0.0351847	0	1.53368	0.0348246	0.755224	1.61261	0.0329621	0.972901	1.72517	0.0371682	0	0.524249	0.205571	0.623295	0.0928101	0.281118	0.241761	0.371639	3.25355	9.77653	10.5672	15.6942	17.4198	19.8214	65.8677	129.969	94.0308	35.7734	28.3811	10.0274	7.84151	0.0382643	0	0	0.036484	0	0	0	0	0.0361161	0	0	0	0.0379688
AT1G71691			0	0.0341038	0.0307888	49.786418	0	0	0.0388867	0.0672323	0.1430968	0	0	0	0	0	0.01928	0	3.798035	9.976251	0	0	0.383866	0	0	0	0.0457723	0.043804	0.623328	1.64664	1.021802	2.9921	5.6376	14.992438	17.656964	42.85937	41.374747	36.613512	48.903252	81.17283	89.09015	198.2226	528.38934	293.70998	278.853715	0	0	0	0	0	0	0	0	0	0	0	0.04317310897	0.0645033
AT1G71692			0.393425	0.385137	0.275705	6.057	0	0	0	3.01862	1.66262	0.155789	0	0	0.0992855	2.20433	26.6112	1.03581	1.18006	0.233792	0	1.40185	0	0	0	12.4367	46.0055	28.6206	0.0464911	1.72185	0.331883	0.732193	0.679202	1.61987	3.9046	4.23781	3.42428	2.30131	5.23871	7.46701	1.15463	0.261471	0	0.0589492	0	0.313566	0.0545479	0.167614	0.153105	0	0	0.0387718	0	0	0	0	0.0515449	0
AT1G71695			324.145	91.3456	36.2657	106.955	61.282	62.1239	0.0295634	10.709	15.0316	72.4788	53.1458	54.7396	14.527	25.6092	14.8893	14.4668	6.95681	6.97648	63.8379	237.324	0	0.0869046	126.079	61.7956	25.7952	8.94614	142.594	127.415	129.663	147.565	126.453	67.5463	78.5387	74.5934	61.8775	53.8653	43.9664	43.1129	6.75636	8.25325	74.3907	119.201	252.363	11.7883	29.2515	23.7726	43.859	50.9094	54.0709	58.3583	66.9147	108.724	78.9276	72.6046	73.8615	68.9483
AT1G71696			11.78048	11.76616	9.98249	26.6026	0.526613	0.242472	5.20822	16.41532	16.03035	10.22038	8.21275	13.27226	15.4527	9.03404	21.34712	28.8836	7.04265	10.41617	29.966	15.44999	15.60959	17.70598	6.56736	16.90708	24.81877	29.47227	8.96909	29.2243	22.8819	25.28711	21.82482	17.87011	14.35967	22.4216	21.6439	18.89308	8.5649	4.467948	0.05423	0.204571	0.214059	0.286792	0.25622	7.07492	12.55776	9.58241	10.69125	11.96168	10.32443	9.43722	9.10859	14.6093	10.50666	11.91036	12.23931	20.08612
